policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211000669,GBR,Annual,Directive on the Promotion of Energy Produced from Renewable Energy Sources,Directive on the Promotion of Energy Produced from Renewable Energy Sources European Union United Kingdom (2009),Country,,United Kingdom,,,"Green certificates, Product standards, Other mandatory requirements, Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Buildings, Industry, Transport, Renewables","10% of energy used in transport by 2020.
20% of energy use from renewables.",Renewables,,Ended,2009,,2020,Unknown,Mitigation,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32009L0028,,{{{Comments}}},Share of renewables (%),20,,2020
211000690,GBR,Annual,Domestic Photovoltaic (PV) System Field Trial,Domestic Photovoltaic (PV) System Field Trial United Kingdom (2001),Country,,United Kingdom,,,Demonstration project,Electricity and heat,,Renewables,,Ended,2001,,2006,Unknown,Mitigation,https://ieeexplore.ieee.org/document/1190894?reload=true&arnumber=1190894,,,,,,
211000790,GBR,Annual,Electric Vehicle Homecharge Scheme,Electric Vehicle Homecharge Scheme United Kingdom (2019),Country,,United Kingdom,,,Grants and subsidies,"Transport, Low-emissions mobility","Describes who is eligible to apply for the Electric Vehicle Homecharge Scheme and how to access it. This scheme is only available for chargepoints installed from January 2019. It replaces the previous version of the Electric Vehicle Homecharge Scheme and has been revised to include vehicles eligible under the Plug-in Taxi Grant. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2019,,,Unknown,Mitigation,https://www.iea.org/policies/2917-electric-vehicle-homecharge-scheme?country=United%20Kingdom&amp;qs=united,,,,,,
211000791,GBR,Annual,Electric Vehicle Homecharge Scheme (EVHS) and Workplace Charging Scheme (WCS) Chargepoint Authorisation,Electric Vehicle Homecharge Scheme (EVHS) and Workplace Charging Scheme (WCS) Chargepoint Authorisation United Kingdom (2016),Country,,United Kingdom,,,Grants and subsidies,"Transport, Low-emissions mobility","The Electric Vehicle Homecharge Scheme (EVHS) provides grant funding of up to 75% towards the cost of installing electric vehicle chargepoints at domestic properties across the UK. From 1st July 2019, the EVHS will only support smart chargepoints as announced in December 2018. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2016,,,Unknown,Mitigation,https://www.iea.org/policies/2858-electric-vehicle-homecharge-scheme-evhs-and-workplace-charging-scheme-wcs-chargepoint-authorisation?country=United%20Kingdom&qs=united,,,,,,
211000805,GBR,Annual,Electricity Market Reform (EMR),Electricity Market Reform (EMR) United Kingdom (2013),Country,,United Kingdom,,,"CO2 taxes, Regulatory Instruments","Electricity and heat, Renewables",,Renewables,,In force,2013,,,Unknown,Mitigation,https://www.ofgem.gov.uk/electricity/wholesale-market/market-efficiency-review-and-reform/electricity-market-reform,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000847,GBR,Annual,Energy Act,Energy Act United Kingdom (2008),Country,,United Kingdom,,,Feed-in tariffs or premiums,"Electricity and heat, Renewables",Legislative,Renewables,,In force,2008,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2008/,,,,,,
211000848,GBR,Annual,Energy Act,Energy Act United Kingdom (2010),Country,,United Kingdom,,,Fiscal or financial incentives,"Electricity and heat, CCS",Legislative,Other low-carbon technologies and fuel switch,,In force,2010,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2010/,,,,,,
211005262,GBR,Annual,Energy Act,Energy Act United Kingdom (2016),Country,,United Kingdom,,,"Direct investment, Infrastructure investments, Fiscal or financial incentives, Policy support, Institutional creation, Regulatory Instruments","Electricity and heat, Gas, Oil, Renewables","The Energy act (2016) supersedes the previous versions. It makes provision and establishes the Oil and Gas Authority and its functions. Also, the act regulates the onshore wind power. 
 ","Other low-carbon technologies and fuel switch, Renewables",,In force,2016,2021,,Unknown,"Energy security, Mitigation",https://climate-laws.org/geographies/united-kingdom/laws/energy-act-2016,01/05/2021,,,,,
211000846,GBR,Annual,Energy Act,Energy Act United Kingdom (2004),Country,,United Kingdom,,,"Strategic planning, Regulatory Instruments","Electricity and heat, Renewables",Legislative,Renewables,,In force,2004,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2004/,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000852,GBR,Annual,Energy Assistance Scheme,Energy Assistance Scheme United Kingdom (2001),Country,,United Kingdom,,,Grants and subsidies,"Buildings, Heating and cooling, Hot water and cooking",,Energy efficiency,,In force,2001,,,Unknown,Mitigation,https://origin.iea.org/policies/120-energy-assistance-scheme,,,,,,
211000858,GBR,Annual,Energy Company Obligation,Energy Company Obligation United Kingdom (1994),Country,,United Kingdom,,,"White certificates, Obligation schemes",Buildings,"In 1994, the United Kingdom introduced energy efficiency obligations with the goal of achieving energy savings. The latest iteration of the oligation is the Energy Company Obligation which began in April 2013, and over time it has been amended. The latest phase, ECO3, commenced on 3 December 2018, and applies to measures completed from 1 October 2018. EC03 wfocuses on one obligation, the Home Heating Cost Reduction Obligation (HHCRO). Under HHCRO, obligated suppliers must mainly promote measures which improve the ability of low income, fuel poor and vulnerable households to heat their homes. This includes actions that result in heating savings, such as the replacement of a broken heating system or the upgrade of an inefficient heating system. Under ECO2, which ran from 1 April 2017 to 30 September 2018, suppliers were also required to deliver against an additional obligation called the Carbon Emissions Reduction Obligation (CERO). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,1994,,,Unknown,Mitigation,https://www.iea.org/policies/696-energy-company-obligation?country=United%20Kingdom&page=5&qs=united,,,,,,
211000886,GBR,Annual,Energy Crops Scheme - England,Energy Crops Scheme - England United Kingdom (2000),Country,,United Kingdom,,,Grants and subsidies,"Electricity and heat, Transport",,Renewables,,In force,2000,,,Unknown,Mitigation,https://www.legislation.gov.uk/uksi/2000/3042/made?view=plain,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000890,GBR,Annual,Energy Efficiency Commitment (2002-2005),Energy Efficiency Commitment (2002-2005) United Kingdom (2001),Country,,United Kingdom,,,"Other mandatory requirements, Obligation schemes",Electricity and heat,,Energy efficiency,,Ended,2001,,2005,Unknown,Mitigation,https://www.ofgem.gov.uk/ofgem-publications/58585/11254-18105pdf,,,,,,
211000901,GBR,Annual,Energy Efficiency Loans for Small or Medium sized Enterprises (SMEs),Energy Efficiency Loans for Small or Medium sized Enterprises (SMEs) United Kingdom (2007),Country,,United Kingdom,,,Loans,Industry,,Energy efficiency,,Ended,2007,,,Unknown,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/785541/energy-efficiency-scheme-smes-cfe.pdf,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000941,GBR,Annual,Energy Performance Certificates,Energy Performance Certificates United Kingdom (2005),Country,,United Kingdom,,,Comparison label,Buildings,"The Ministry for Housing, Communities and Local Government (DCLG) is responsible for making sure buildings in the UK meet the standards required by the EU Energy Performance of Buildings Directive. The Directive requires that all properties (homes, commercial and public buildings) must have an Energy Performance Certificate (EPC) when sold, built or rented; larger public buildings over 500m must display a Display Energy Certificate (DEC); all air-conditioning systems over 12 kW must be regularly inspected by an Energy Assessor. EPCs are produced by accredited energy assessors using standard methods and assumptions about energy usage. This means that the energy efficiency of one building can easily be compared with another building of the same type. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2005,,,Unknown,Mitigation,https://www.iea.org/policies/1519-energy-performance-certificates?country=United%20Kingdom&page=3&qs=united,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000961,GBR,Annual,Energy Saving Opportunities Scheme (ESOS),Energy Saving Opportunities Scheme (ESOS) United Kingdom (2014),Country,,United Kingdom,,,Auditing,"Buildings, Industry, Transport","The Government established ESOS to implement Article 8 (4 to 6) of the EU Energy Efficiency Directive (2012/27/EU). The ESOS Regulations 2014 give effect to the scheme. ESOS is a mandatory energy assessment scheme for organisations in the UK that meet the qualification criteria. The Environment Agency is the UK scheme administrator. Organisations that qualify for ESOS must carry out ESOS assessments every 4 years. These assessments are audits of the energy used by their buildings, industrial processes and transport to identify cost-effective energy saving measures. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2014,,,Unknown,Mitigation,https://www.iea.org/policies/1929-energy-saving-opportunities-scheme-esos?country=United%20Kingdom&page=2&qs=united,,,,,,
220205814,GBR,Annual,Energy Savings Opportunity Scheme (ESOS),Energy Savings Opportunity Scheme (ESOS) United Kingdom (2014),Country,,United Kingdom,,,"Regulatory Instruments, Monitoring",Industry,ESOS is a mandatory energy assessment scheme for organisations in the UK that meet the qualification criteria. The Environment Agency is the UK scheme administrator.,"Energy efficiency, Energy service demand reduction and resource efficiency",,In force,2014,,,,Mitigation,https://www.gov.uk/guidance/energy-savings-opportunity-scheme-esos,01/01/2022,,,,,
240306397,GBR,Annual,Energy Security Plan,Energy Security Plan United Kingdom (2023),Country,,United Kingdom,,,"Policy support, Strategic planning",Electricity and heat,"The government aims to enhance the UK's energy independence, security, and resilience. UK is emphasizing energy efficiency and building out a low-cost, low-carbon energy system to diminish reliance on fossil fuels. Still, it remains committed to maximizing oil and gas production in the North Sea.","Energy efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2023,,,,Mitigation,https://www.gov.uk/government/publications/powering-up-britain/powering-up-britain-energy-security-plan,22/02/2024,,,,,
211000976,GBR,Annual,Energy Technologies Institute,Energy Technologies Institute United Kingdom (2007),Country,,United Kingdom,,,"Policy support, Institutional creation, Research & Development and Deployment (RD&D), Negotiated agreements (public-private sector)","Electricity and heat, Renewables",,"Renewables, Energy efficiency",,In force,2007,,,Unknown,Mitigation,http://www.eti.co.uk/,,,,,,
211000977,GBR,Annual,Energy Technology List,Energy Technology List United Kingdom (2017),Country,,United Kingdom,,,Tax relief,"Buildings, Appliances","The Energy Technology List is a UK government-managed list of energy-efficient plant and machinery, such as boilers, electric motors, and air conditioning and refrigeration systems that qualify for tax relief under the the Enhanced Capital Allowance tax scheme for businesses. For a product to be on the ETL, it must meet specific energy-saving or energy-efficient criteria. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2017,,,Unknown,Mitigation,https://www.gov.uk/guidance/energy-technology-list,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211005257,GBR,Annual,Energy White Paper,Energy White Paper United Kingdom (2020),Country,,United Kingdom,,,"Climate strategy, Policy support, Strategic planning, GHG reduction target","Buildings, Electricity and heat, Industry, Transport","The Energy White Paper puts in place a strategy for the wider energy system that transforms UK's energy and supports green recovery. The main points of the strategy is to transform the energy system by moving away from coal and investing in clean sources for energy supply, such offshore wind energy, pledging to generate carbon-free electricity by 2050. The document outlines investment in technologies as Carbon Capture and Storage (CCS), hydrogen and electric vehicles to decarbonise industry and transport sector. In the building sector, a gradual move away from fossil fuel boilers replace such appliances for lower carbon intensive alternatives. Finally, the document lays out a plan to establish the UK-ETS in order to replace the EU-ETS.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2020,2021,,High,Mitigation,"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945899/201216_BEIS_EWP_Command_Paper_Accessible.pdf
https://www.nsenergybusiness.com/features/uk-energy-white-paper/",01/05/2021,,,,,
220205924,GBR,Annual,England Trees Action Plan 2021 to 2024,England Trees Action Plan 2021 to 2024 United Kingdom (2021),Country,,United Kingdom,,,Target,"Agriculture and forestry, Forestry",The England Trees Action Plan 2021 to 2024 sets out the government’s long-term vision for the treescape it wants to see in England by 2050 and beyond. The plan provides a strategic framework for implementing the Nature for Climate Fund and outlines over 80 policy actions the government is taking over this Parliament to help deliver this vision.,Non-energy use,,In force,2021,,,High,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/987432/england-trees-action-plan.pdf,27/04/2022,,,,,
211001049,GBR,Annual,Enhanced Capital Allowances (ECA) - Energy Technology List,Enhanced Capital Allowances (ECA) - Energy Technology List United Kingdom (2001),Country,,United Kingdom,,,Tax relief,"Industry, Buildings, Appliances",,Energy efficiency,,In force,2001,,,Unknown,Mitigation,https://www.gov.uk/guidance/energy-technology-list,,,,,,
211105414,GBR,Annual,Environment Act,Environment Act United Kingdom (2021),Country,,United Kingdom,,,"Regulatory Instruments, Target","Agriculture and forestry, Industry","A Bill to make provision about targets, plans and policies for improving the natural environment; for statements and reports about environmental protection; for the Office for Environmental Protection; about waste and resource efficiency; about air quality; for the recall of products that fail to meet environmental standards; about water; about nature and biodiversity; for conservation covenants; about the regulation of chemicals; and for connected purposes.
Includes provisions for fines for the importation of products or commodities linked to illegal deforestation.",Non-energy use,,In force,2021,,,,"Adaptation, Land use, Mitigation",https://bills.parliament.uk/bills/2593,08/04/2022,,,,,
240306395,GBR,Annual,Environmental Improvement Plan 2023,Environmental Improvement Plan 2023 United Kingdom (2023),Country,,United Kingdom,,,"Policy support, Strategic planning","Agriculture and forestry, Industry, Fluorinated gases, Waste CH4","The Environmental Improvement Plan 2023, mandated by the Environment Act 2021, builds upon the 25 Year Environment Plan by outlining specific targets, commitments, and actions towards achieving its 10 goals, thus reinforcing the long-term vision for environmental health and sustainability.",Non-energy use,,In force,2023,,,,Mitigation,https://www.gov.uk/government/publications/environmental-improvement-plan/environmental-improvement-plan-2023-executive-summary,22/02/2024,,,,,
211001059,GBR,Annual,Environmental Transformation Fund (ETF),Environmental Transformation Fund (ETF) United Kingdom (2007),Country,,United Kingdom,,,Grants and subsidies,"Electricity and heat, Buildings",,"Renewables, Energy efficiency",,Ended,2007,,2011,Unknown,Mitigation,https://www.iea.org/policies/683-environmental-transformation-fund-etf,,,,,,
211001098,GBR,Annual,Exemption Congestion Zone,Exemption Congestion Zone United Kingdom (2017),City,,United Kingdom,,London,Tax relief,"Transport, Low-emissions mobility","All purely electric cars, vans and other vehicles are currently Congestion Charge-exempt, because they have zero tailpipe emissions. This means if you purchase a fully electric vehicle, you won’t have to pay the London Congestion Charge. Plug-in hybrid-electric vehicles (PHEVs) are also Congestion Charge exempt, as none currently on sale exceeds the 75g/km limit. Hybrid cars aren't automatically Congestion Charge exempt. It depends on the model and trim level in question. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2017,,,Unknown,Mitigation,https://www.iea.org/policies/2972-exemption-congestion-zone?country=United%20Kingdom&qs=united,,,,,,
211001099,GBR,Annual,Exemption from Climate Change Levy for Good Quality CHP,Exemption from Climate Change Levy for Good Quality CHP United Kingdom (2001),Country,,United Kingdom,,,Fiscal or financial incentives,"Electricity and heat, Industry","The Climate Change Levy (CCL) was introduced by the UK Government in 2001 and is charged on most non-domestic supplies of energy used as fuel for lighting, heating and power. The CCL is designed to promote energy efficiency and encourage investment in energy saving equipment, thereby reducing emissions of greenhouse gases. CHP stations are energy efficient in operation providing very significant fuel savings, and therefore offer cost and efficiency savings over conventional forms of electricity generation and heat supply. Favourable treatment under the CCL legislation is given to a CHP station where it is: registered with the Department for Business, Energy & Industrial Strategy (BEIS) CHP Quality Assurance Programme certified annually under that programme covered by a valid CCL Exemption Certificate issued by the Secretary of State IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2001,,,Unknown,Mitigation,https://www.iea.org/policies/587-exemption-from-climate-change-levy-for-good-quality-chp?country=United%20Kingdom&page=4&qs=united,,,,,,
211001152,GBR,Annual,Feed-in Tariffs for renewable electricity,Feed-in Tariffs for renewable electricity United Kingdom (2010),Country,,United Kingdom,,,Feed-in tariffs or premiums,"Electricity and heat, Renewables","This policy applies to hydropower, anaerobic digestion, wind and solar PV technologies under 5MW. The FiT lasts between 10 and 25 years, according to the technology. A scheme was also implemented for micro CHP (end of application period on 31 March 2019: https://energysavingtrust.org.uk/renewable-energy/electricity/micro-chp).
For details, refer to the sources below.",Renewables,,In force,2010,,,Unknown,Mitigation,"https://climate-laws.org/cclow/geographies/united-kingdom/laws/feed-in-tariffs-for-renewable-electricity
http://www.res-legal.eu/search-by-country/united-kingdom/single/s/res-e/t/promotion/aid/feed-in-tariff-5/lastp/203/",,,,,,
211001166,GBR,Annual,Finance Act,Finance Act United Kingdom (2011),Country,,United Kingdom,,,CO2 taxes,"Electricity and heat, Coal, Gas, Oil",Legislative,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2011,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/finance-act-2011/,,,,,,
211005260,GBR,Annual,Finance Act,Finance Act United Kingdom (2020),Country,,United Kingdom,,,"Economic instruments, CO2 taxes, Energy and other taxes",General,"The Financial Act brings the rates of the climate change levy for April /2021 onwards in its article 93. These changes reflect the changes in the fuel mix used in electricity generation.
The schedule 12 outlines modifications in the policy framework regarding the Carbon emission tax following the UK withdrawal from European Union. ",Unknown,,In force,2020,2021,,Unknown,Mitigation,"https://www.legislation.gov.uk/ukpga/2020/14/part/3/crossheading/environmental-taxes/enacted
https://climate-laws.org/geographies/united-kingdom/laws/finance-act-2020",01/05/2021,,,,,
220205816,GBR,Annual,Fluorinated greenhouse gases regulation,Fluorinated greenhouse gases regulation United Kingdom (2015),Country,,United Kingdom,,,"Regulatory Instruments, Other mandatory requirements",Industry,"This policy sets out rules and requirements for the manufacturing of products involving fluorinated gases, with the goal of reducing levels by 80% in 2035. This will be achieved by phasing down the amount of F-gases that can be placed on the market through gradually reducing quotas for F-gas producers and importers; bans on certain F-gases in some applications; and strengthening of obligations on leak checks, repairs, recovery and training.
The F-gas Regulation is an EU-wide regulation, but a UK specific legislation covering F-gas emissions was passed in 2019, ensuring the continuation of emission reductions beyond the UK’s exit from the EU.",Energy service demand reduction and resource efficiency,,In force,2015,,,High,Mitigation,https://www.legislation.gov.uk/uksi/2015/310/pdfs/uksiem_20150310_en.pdf,01/01/2022,,,,,
211001226,GBR,Annual,Fuel Economy labels for cars,Fuel Economy labels for cars United Kingdom (2001),Country,,United Kingdom,,,"Voluntary approaches, Performance label",Transport,,Energy efficiency,,In force,2001,,,Unknown,Mitigation,https://www.iea.org/policies/827-fuel-economy-labels-for-cars,,,,,,
211001270,GBR,Annual,Gas Boilers Replacement by Low-Carbon Heating Systems,Gas Boilers Replacement by Low-Carbon Heating Systems United Kingdom (2020),Country,,United Kingdom,,,Other mandatory requirements,"Buildings, Heating and cooling","Gas boilers in the UK will be replaced by low-carbon heating systems in all new homes built after 2025. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Planned,2020,2025,,Unknown,Mitigation,https://www.iea.org/policies/8506-gas-boilers-replacement-by-low-carbon-heating-systems?country=United%20Kingdom&qs=united,,,,,,
211005264,GBR,Annual,Gear Change - A bold vision for cycling and walking,Gear Change - A bold vision for cycling and walking United Kingdom (2020),Country,,United Kingdom,,,"Economic instruments, Direct investment, Infrastructure investments, Information and education, Policy support, Strategic planning","Transport, Low-emissions mobility","The government will make available a budget of two billion pounds to build protected cycle lanes, provide cycle training for everyone and and increase access to e-bikes. The plan encompasses also a consult to strengthen the Highway Code for safety purposes and create low traffic neighbourhoods to improve air quality. 
In sum, the strategy's target is to foster walking and cycling by improve street conditions, increase security of people while cycling and through informational programmes to the decision of cycling/walking be firstly considered by citizens.","Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,In force,2020,2020,,Unknown,Mitigation,"https://www.gov.uk/government/news/pm-kickstarts-2bn-cycling-and-walking-revolution
https://climate-laws.org/geographies/united-kingdom/policies/gear-change-a-bold-vision-for-cycling-and-walking-cycling-and-walking-plan-for-england",01/05/2021,,,,,
211001313,GBR,Annual,Go Ultra Low City Scheme,Go Ultra Low City Scheme United Kingdom (2015),Country,,United Kingdom,,,"Regulatory Instruments, Negotiated agreements (public-private sector)","Transport, Low-emissions mobility",The Go Ultra Low City Scheme is a programme by the Office for Low Emission Vehicles within the Department for Transport. It aims to provide funding to local authorities in the UK that encourages thousands of people to consider switching to an electric car.,Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/386854/141211_City_Scheme_Guidance_Final.pdf,,,,,,
211001314,GBR,Annual,Go Ultra Low City Scheme - London,Go Ultra Low City Scheme - London United Kingdom (2015),City,,United Kingdom,,London,"Infrastructure investments, Grants and subsidies","Transport, Low-emissions mobility","Municipal application of the Go Ultra Low City Scheme (GULCS). London’s bid was awarded £13m in capital funding to drive the uptake of ultra-low emission vehicles in the period 2015/16 - 2019/20. The bid was ambitious, wanting London to become the “Go Ultra-Low emission vehicle Capital”.",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,Mitigation,"https://www.londoncouncils.gov.uk/our-key-themes/transport/roads/gulcs
https://www.londoncouncils.gov.uk/sites/default/files/FINAL%20London%20OLEV%20Bid%202015.10.2%20%281%29.pdf",,,,,,
211001315,GBR,Annual,Go Ultra Low Partnership Between Government and OEMs,Go Ultra Low Partnership Between Government and OEMs United Kingdom (2015),Country,,United Kingdom,,,"Information provision, Negotiated agreements (public-private sector)","Transport, Low-emissions mobility","Go Ultra Low is a ground-breaking joint government and car industry campaign – supported by the Society for Motor Manufacturers and Traders (SMMT) and the government’s Office for Low Emission Vehicles (OLEV). The aim of the campaign is to provide all the facts and information needed to make an informed decision about switching to an electric vehicle (EV). Through education and information this campaign will help determine the vehicle that fits each indivduals needs. Additional information is provided to help select an EV-friendly tariff and charge at home system. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/386854/141211_City_Scheme_Guidance_Final.pdf,,,,,,
211001321,GBR,Annual,Government Buying Standards,Government Buying Standards United Kingdom (2011),Country,,United Kingdom,,,Procurement rules,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2011,,,Unknown,Mitigation,https://www.gov.uk/government/collections/sustainable-procurement-the-government-buying-standards-gbs,,,,,,
211001338,GBR,Annual,Green Bus Fund,Green Bus Fund United Kingdom (2010),Country,,United Kingdom,,,Fiscal or financial incentives,"Transport, Heavy-duty vehicles",,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2010,,,Unknown,Mitigation,https://webarchive.nationalarchives.gov.uk/ukgwa/*/http://www.dft.gov.uk/topics/public-transport/buses/green-bus-fund,,,,,,
211001341,GBR,Annual,Green Deal,Green Deal United Kingdom (2013),Country,,United Kingdom,,,"Grants and subsidies, Loans, Direct investment","Electricity and heat, Renewables",,Renewables,,In force,2013,,,Unknown,Mitigation,https://www.gov.uk/government/policies/helping-households-to-cut-their-energy-bills/supporting-pages/green-deal,,,,,,
220205817,GBR,Annual,Greening Finance: A Roadmap to Sustainable Investing,Greening Finance: A Roadmap to Sustainable Investing United Kingdom (2021),Country,,United Kingdom,,,"Policy support, Strategic planning",General,"This roadmap is part of a larger plan to green finance in the UK. It sets out a strategy to deliver on phase 1 of the plan, which is informing investors and consumers – addressing the information gap for market participants, ensuring a flow of decision-useful information on environmental sustainability from corporates to financial market participants. Following phases of the plan will include acting on the information, and shifting financial flows.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021,,,,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1031805/CCS0821102722-006_Green_Finance_Paper_2021_v6_Web_Accessible.pdf,01/01/2022,,,,,
220205809,GBR,Annual,Heat and Buildings Strategy,Heat and Buildings Strategy United Kingdom (2021),Country,,United Kingdom,,,"Policy support, Strategic planning, Target",Buildings,"This strategy aims to decarbonize the UK's buildings heating sector by replacing gas boilers with heat pumps and increasing the rate of retrofits. It is based on five core principles:
1. To take a whole-buildings and whole-system approach to minimise costs of decarbonisation
2. Fostering innovation
3. Accelerate action now by prioritizing buildings with low energy performance through retrofiting
4. Providing the right long-term signals through regulatory changes
5. Supporting the transition for vulnerable households",Energy efficiency,,In force,2021,,,High,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1036227/E02666137_CP_388_Heat_and_Buildings_Elay.pdf,01/01/2022,,,,,
240306406,GBR,Annual,Heat Pump Investment Roadmap: Leading the way to net zero,Heat Pump Investment Roadmap: Leading the way to net zero United Kingdom (2023),Country,,United Kingdom,,,"Economic instruments, Fiscal or financial incentives, Grants and subsidies, Loans, Regulatory Instruments, Codes and standards, Building codes and standards",Electricity and heat,"The Heat Pump Investment Roadmap aims to significantly increase the deployment of heat pumps, from 55,000 installations in 2021 to 600,000 installations annually by 2028. This initiative involves a comprehensive package of policies, including targeted regulation and public investment schemes, to attract necessary investments.","Energy efficiency, Renewables",,In force,2023,,2028,,Mitigation,https://www.gov.uk/government/publications/heat-pump-net-zero-investment-roadmap/heat-pump-investment-roadmap-leading-the-way-to-net-zero,23/02/2024,,,,,
211001435,GBR,Annual,Highways England Chargepoint Network,Highways England Chargepoint Network United Kingdom (2015),Subnational region,,United Kingdom,England,,Infrastructure investments,"Transport, Low-emissions mobility","Highways England has £15m to expand the existing rapid chargepoint network to ensure that across 95 per cent of the strategic road network there will be a chargepoint at least every 20 miles. As part of this, Government will be working with Highways England to understand current and future demand on England’s strategic road network. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,Mitigation,https://www.iea.org/policies/3094-highways-england?country=United%20Kingdom&qs=united,,,,,,
211001442,GBR,Annual,Home Energy Scotland,Home Energy Scotland United Kingdom (2008),Subnational region,,United Kingdom,Scotland,,Information provision,Buildings,"The Home Energy Scotland Advice Network consists of of local advice centres covering all of Scotland. Expert advisors offer free advice on energy saving, keeping warm at home, renewable energy, greener travel, cutting water waste and more. Funded by the Scottish Government and managed by the Energy Saving Trust, its mission is to help people in Scotland create warmer homes, reduce their bills and help tackle climate change. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2008,,,Unknown,Mitigation,https://www.iea.org/policies/2193-home-energy-scotland?country=United%20Kingdom&page=3&qs=united,,,,,,
211003267,GBR,Annual,Hydrocarbon Oil Duties Act,Hydrocarbon Oil Duties Act United Kingdom (1979),Country,,United Kingdom,,,Energy and other taxes,"Transport, Industry, Agriculture and forestry, Buildings","Applies to liquid fuels (including bioethanol and biodiesel), as well as to LPG and natural gas (including biogases) when used as motor and heating fuels (OECD 2019).","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1979,,,Unknown,Mitigation,"https://www.legislation.gov.uk/ukpga/1979/5/contents
https://www.oecd.org/tax/tax-policy/taxing-energy-use-united-kingdom.pdf",,,,,,
